epoch,loss,val_loss
0,29.59061780069096,15.477427534987738
1,14.164767801586265,13.952629092436807
2,13.142683315575589,13.60583911304135
3,12.298296520997289,12.99603070889228
4,11.588882158843564,11.859060977695446
5,10.937132726379776,10.89078622180156
6,10.327217981639976,10.320744249470208
7,9.7063738938154,9.65273069064336
8,9.183880084907878,9.224590406279187
9,8.622634586370047,8.849609220933067
10,8.189747612226364,8.387015145506728
11,7.710553048451741,7.641231389731313
12,7.350066974084702,7.4998441736224395
13,7.086477535722401,7.160211271923848
14,6.831739361027053,7.068541690875717
15,6.643750491179584,6.662242999562154
16,6.4893176266098616,6.583186684209426
17,6.388235354759324,6.643307694325732
18,6.264335130712422,6.463117249755366
19,6.196291012666968,6.383466167480765
20,6.100748440469375,6.311783113464208
21,6.016319920475681,6.298603125650779
22,5.967506335785318,6.161677005410387
23,5.930545216457385,6.217513357880428
24,5.867679013235842,5.971495274002987
25,5.793182364584695,5.939741737815598
26,5.755297028656483,5.83247275729942
27,5.684363431527581,5.8757913740463135
28,5.704659893253615,5.827982988804338
29,5.591735050264099,5.942602548152449
30,5.575292019523179,6.0039815348069006
31,5.561834413128467,5.830828551907146
32,5.501817202112858,5.856711363753902
33,5.482074632570031,5.706481028450518
34,5.423452723626986,5.678416158925736
35,5.446352965977271,5.62125026967876
36,5.379971888860067,5.579817911342196
37,5.367600297345802,5.510205261156517
38,5.295408285018611,5.478478779892929
39,5.303629095796874,5.547821192826131
40,5.292044210583205,5.541786312479195
41,5.240907127383356,5.517040600876816
42,5.225561120058636,5.720479543066564
43,5.212201469218573,5.627537200447046
44,5.172169607368433,5.301457217128673
45,5.153149751251292,5.258046774178599
46,5.121774691042952,5.333147177596085
47,5.124947099491651,5.360206030874915
48,5.110433880823878,5.3588550402775335
49,5.087118687652087,5.281035957891067
50,5.077516341351195,5.2671146408228955
51,5.079107542560321,5.2109628247521425
52,5.0362467925350805,5.205396595216914
53,5.039528649692804,5.084189545934921
54,4.984844866291458,5.227429433092355
55,4.995222192459823,5.222972687303731
56,4.988577856219058,5.204283916892451
57,4.987405916546545,5.131444450341442
58,4.968201179116358,5.298989637988064
59,4.937200414197918,5.204016482117488
60,4.937260883089523,5.153627438768624
61,4.90777222270697,5.204160888283626
62,4.898446612499876,5.372527801162399
63,4.86145986551037,5.080398386245013
64,4.870830634091755,5.164984238552162
65,4.863219578314649,5.01165231787908
66,4.850547747559764,5.12222739683407
67,4.8386613552111415,5.036659201435588
68,4.819156698143352,5.133899215735219
69,4.825487556263501,5.074546145314354
70,4.825147510701688,5.107531197044113
71,4.776072281038882,5.320490149958646
72,4.787825161019028,5.465544023498388
73,4.76983883124935,5.033983589566775
74,4.775033342842018,4.967541848708047
75,4.779314305211456,5.074567411173141
76,4.763400825491534,5.241972001188214
77,4.752821671608282,5.050692401140302
78,4.736766284627721,5.1225394763545955
79,4.740767914752632,5.07906867999445
80,4.401933387792166,4.762542493508975
81,4.3530454647708945,4.734801812395333
82,4.319051103412825,4.704984882151368
83,4.293806301887047,4.685206895498544
84,4.260371609062469,4.724664389220501
85,4.250532515933256,4.678634578076241
86,4.2736354524554265,4.671842085140395
87,4.23958280821548,4.72251290843637
88,4.23873021054156,4.637109090900575
89,4.23819581400434,4.647511989118979
90,4.194032748211904,4.648363036369854
91,4.194404430404329,4.6629838334917055
92,4.1831344128102765,4.680676659782792
93,4.176937016910977,4.663540431101218
94,4.17777741812018,4.65186665092801
95,4.170391772095586,4.661543782962928
96,4.157752180883023,4.627399264321767
97,4.140954257788979,4.645756324774229
98,4.13924592356167,4.5992032376167655
99,4.168969909700802,4.589442662930836
100,4.121814179737369,4.591423127108128
101,4.112107655535655,4.589472531887171
102,4.074855289802492,4.5911396539654215
103,4.107823944308202,4.587652030784595
104,4.086639926079107,4.583600981747777
105,4.103050923340011,4.593368712072419
106,4.0865100647623365,4.582964293213384
107,4.1034439254068245,4.585906600335881
108,4.099327011078549,4.580555161674882
109,4.075805423300777,4.5901644665128005
110,4.090625640140826,4.579538547164597
111,4.095905502361124,4.584642724574864
112,4.0623094530807045,4.585577171338009
113,4.0892357689524665,4.57845172435286
114,4.095812724991024,4.578067929756275
115,4.061096838145073,4.585974053150233
116,4.059487788330221,4.584560608440147
117,4.073165396181444,4.582321905743132
118,4.076736378930917,4.576933635070752
119,4.085615250299421,4.583824534408495
