epoch,loss,val_loss
0,19.42202961510844,16.207842011829186
1,16.34878885818386,16.05553315490821
2,16.253069542360976,15.995334398765749
3,16.172632683349512,15.963132938391173
4,16.07995639329412,15.955712161272139
5,16.008913757371978,15.862696294830766
6,15.943543314926314,15.790434818853276
7,15.866578499968623,15.713398802453751
8,15.807634940408578,15.663290028425719
9,15.733188937908047,15.630753514069541
10,15.683214309584926,15.559301573548447
11,15.620497468849862,15.518184339865345
12,15.570414126788693,15.458687478775738
13,15.510834921327929,15.442506557520064
14,15.464369709381748,15.441994420546129
15,15.406542086683341,15.324286787498362
16,15.378172128644534,15.281518384597605
17,15.32166034214933,15.225188518764515
18,15.278821194130863,15.180650082466483
19,15.244422670074846,15.13816196429325
20,15.188369817838236,15.061539990451301
21,15.1499899929566,15.034603422408344
22,15.091100129170783,14.988419327866858
23,15.065657146615042,15.039028369552291
24,15.023657437087225,14.879210877302969
25,14.9636855347802,14.898140756302004
26,14.939372742970784,14.800272105005908
27,14.864458721799657,14.738132231840217
28,14.841268432384547,14.837843757838925
29,14.792465641188883,14.643393980281996
30,14.729149470086952,14.605416364161378
31,14.678294827994046,14.505784221149993
32,14.645248262229286,14.60259571753334
33,14.597000272598624,14.439258601630831
34,14.537385450909396,14.398235337992284
35,14.490479312054989,14.347859361060024
36,14.452146589192612,14.298396851596616
37,14.398728138441584,14.24401827736702
38,14.34509634776108,14.173650122228077
39,14.298223269168574,14.133897106558903
40,14.27931736267042,14.096272789026116
41,14.227576331017723,14.025238431520725
42,14.177521644019185,13.967508625714574
43,14.139182669381395,14.046921674577408
44,14.093010503964278,13.968452561460134
45,14.067633341608659,13.89809842795278
46,14.039048141933197,13.882372470972804
47,13.977555424805166,14.037049670982054
48,13.950647788637308,13.762832401257146
49,13.915801668510378,13.74836567954216
50,13.876330517065917,13.697287198992655
51,13.840947152527285,13.69662672483478
52,13.800211414611768,13.617871282944193
53,13.76998015751488,13.57282942523864
54,13.735067091092631,13.536494846682942
55,13.689641759391868,13.534845205809265
56,13.663042174057221,13.555580535112174
57,13.647456743123945,13.489196204214759
58,13.619184868568736,13.553804959927314
59,13.58452291446859,13.373016836570038
60,13.550198922045354,13.350453498482898
61,13.524044095816933,13.462269547297613
62,13.486463460937166,13.266080868648597
63,13.447812483314431,13.300894829683813
64,13.4116262251745,13.330946735881257
65,13.390756356921367,13.168752741158876
66,13.38074805064194,13.143203909447196
67,13.325438537000677,13.175854559668817
68,13.287230624973494,13.066210703626396
69,13.27233176826871,13.102519066152743
70,13.250920218048334,13.002209309037166
71,13.227989361394366,13.066641017192785
72,13.18626477371359,12.95753299824063
73,13.160435357022974,12.982255692243191
74,13.128919896079527,12.88288261894263
75,13.127733855001244,12.880464680167893
76,13.075396617686431,12.888148686804948
77,13.046960832270472,12.824533839988401
78,14.742998903944121,14.577921583887449
79,14.69236805254678,14.516922813625058
80,14.588108150917973,14.479826973405139
81,14.590485889064688,14.445709712285796
82,14.559958385204858,14.454074636222087
83,14.561535472213196,14.446711455485355
84,14.558910342292606,14.42248048921009
85,14.557383412314879,14.411256432725848
86,14.542580248664056,14.410583992189276
87,14.54434037544358,14.40022756055792
88,14.53649955910696,14.401090034953226
89,14.520717936054641,14.398644069862673
78,14.727066960696414,14.677212248326118
79,14.683400081431548,14.542477108550187
80,14.591349750900866,14.4706161249435
81,14.579717393137853,14.457311516239493
82,14.579540654840603,14.444712863792702
83,14.566908980565078,14.434293266259411
84,14.553409217124067,14.448161151374483
85,14.553365756051267,14.431289128995289
86,14.547360960314158,14.413435971409516
87,14.54060050292754,14.437860484269594
88,14.518564386502119,14.391973413827923
89,14.520970891227185,14.402058995790744
90,14.520278903322414,14.428624857223092
91,14.522212990595142,14.385339034393262
92,14.504537963688234,14.41023252853862
93,14.507469727272905,14.369711751121311
94,14.494716076709109,14.352610389327387
95,14.482059421121422,14.357452765420103
96,14.48825245718441,14.379724068094726
97,14.470750504166867,14.344688088905446
98,14.470118112429766,14.346296937477224
99,14.460190436642309,14.31957016237718
100,14.44653925909123,14.325638037698527
101,14.461572405706177,14.324608123360235
102,14.437081825632445,14.328332924111017
103,14.450745959960985,14.329255641758538
104,14.445837280619685,14.322838730881402
105,14.454155845821184,14.326627671237139
106,14.447996292740596,14.322168991138168
107,14.444568497533902,14.324880734013817
108,14.440787427869388,14.322648448974904
109,14.446466070452766,14.31521464549667
110,14.45345571183636,14.315764535031912
111,14.430616581786966,14.322724086595082
112,14.447795652559666,14.312745704404373
113,14.439703235745617,14.309883134623144
114,14.455171668540704,14.314420168542323
115,14.445592683962253,14.318003435704936
116,14.445408106283029,14.319308606026054
117,14.434283995710441,14.311880820402228
118,14.443740789297042,14.312135280430413
