epoch,loss,val_loss
0,18.621474948194084,14.991163258406187
1,14.451457564453937,13.741956160796478
2,13.323714410187867,12.67860586077023
3,12.298669382253536,11.605705436866772
4,11.285294970809387,10.614540449829594
5,10.342005082907997,9.779071840215384
6,9.478389310284586,8.820867943648183
7,8.693654944430309,8.075464763240783
8,8.032193085889862,7.4333797402451225
9,7.478010083259738,6.993913568857221
10,7.003288677152893,6.492384260421038
11,6.646761347736365,6.13677195778571
12,6.365789647229214,5.9254043522096795
13,6.145290798491716,5.865554217182955
14,6.01546304364238,5.629974116416278
15,5.869890567170622,5.485967329515201
16,5.7395323411735575,5.360515595252757
17,5.633801479697787,5.342200740666304
18,5.560807236595333,5.203730277368056
19,5.462102913117745,5.159703317096815
20,5.392228098273837,5.081516505443222
21,5.327038744730942,5.03320424429627
22,5.255192059694508,4.961960092307293
23,5.2093157612437935,4.989638816944424
24,5.15481012786125,4.877617064893535
25,5.123648429327354,4.825207962935884
26,5.063001256280102,4.824270837719105
27,5.013003331141106,4.736360059223576
28,4.978891829437721,4.748282528077651
29,4.948191911760071,4.615544527143192
30,4.907223743459615,4.653634304761502
31,4.876624862920138,4.645784606070819
32,4.821952850434329,4.59558181577815
33,4.822116637297079,4.65950528254224
34,4.777839666450154,4.585042293314403
35,4.757195575800673,4.537063093293272
36,4.723625404107179,4.595513795227149
37,4.71956661976559,4.509130233709184
38,4.694967333751851,4.5524282948458525
39,4.666525663493758,4.43577822883988
40,4.643110475465539,4.401589753362011
41,4.61312268116851,4.416733849607107
42,4.603803819602644,4.428248971652523
43,4.586445106464592,4.45370672515598
44,4.573010475393006,4.376228421108018
45,4.556089482180576,4.3706754698314265
46,4.545211978876535,4.40657338110041
47,4.5097968165229,4.3477600256345195
48,4.4961647782004865,4.3240313969059025
49,4.4953837731858375,4.354007519119583
50,4.476146418566995,4.30277717017203
51,4.4641361363579595,4.363817513855671
52,4.4500967890332,4.319711813826554
53,4.4238135456031475,4.288694535010466
54,4.4117970281699455,4.305342658848677
55,4.409520699690579,4.2688560092969166
56,4.400628718688082,4.288114981427909
57,4.392469597578608,4.256631297325664
58,4.36885479410676,4.226557862585311
59,4.354192907963187,4.213642813662528
60,4.3631700676483725,4.20878207510238
61,4.339171916584081,4.301235323768825
62,4.344429582295843,4.201086682148627
63,4.325385478636095,4.255776074090567
64,4.3139520721704185,4.240112551964928
65,4.312432572442415,4.222751465675711
66,4.305081064182454,4.1845392841899915
67,4.2950754762628645,4.195845631674919
68,4.279431701116905,4.272737254233661
69,4.283232012332325,4.157583541746864
70,4.270844509157589,4.24143034807122
71,4.244815492861154,4.171507927828343
72,4.263527192800817,4.175392192476978
73,4.243840573822761,4.189090543109111
74,4.232401660701292,4.235627295319984
75,4.212859004771392,4.183573458614565
76,4.205959214567206,4.097977201464873
77,4.209229782086583,4.176404333653858
78,4.215852002008047,4.209366522621068
79,4.213186271597335,4.1036055854526206
80,3.9460649021205394,3.8993055970680346
81,3.8459041694856024,3.873984314513322
82,3.8285166345142607,3.8709179280455164
83,3.8015268770032833,3.853205337277907
84,3.7865171387050074,3.844681615012913
85,3.7689234299652266,3.8335564109543414
86,3.7497289346287825,3.842243370216382
87,3.7312035865067315,3.809235228475346
88,3.7345653571097506,3.8268877308280094
89,3.7089766030841402,3.8192599848129447
90,3.6970779519984047,3.803683320231892
91,3.6869401342768064,3.7973368988283616
92,3.6944616767945986,3.788116831001442
93,3.668643000338559,3.7789971601211967
94,3.6617571257052473,3.7886357045520294
95,3.647630390106046,3.7787600018096086
96,3.642257651626038,3.778958882961982
97,3.6468014493384087,3.77144879632312
98,3.641573702501766,3.768749481256636
99,3.62838040479472,3.784868798849078
100,3.6030756523424614,3.7430368055241945
101,3.594277128061405,3.7406628713469128
102,3.5825468499074704,3.742843847475067
103,3.5749287494172886,3.741859748791031
104,3.5773985345524055,3.73805271943667
105,3.5894018955335185,3.7397157132914454
106,3.5711021493783393,3.738364956105468
107,3.572827833045816,3.7408231702875434
108,3.576274190851967,3.736968035073966
109,3.579401311456504,3.7354879117358673
110,3.5628189823661054,3.7374893136093803
111,3.5789692480388755,3.7346649678342754
112,3.5790061649358327,3.7357086935027928
113,3.5808247939782896,3.7349107384874287
114,3.571294733145987,3.735234969266975
115,3.574086341947387,3.7313785475945047
116,3.569643909099143,3.733958457706433
117,3.567893158923106,3.734045255164915
118,3.5645893667113615,3.735391137673127
119,3.5702185362978534,3.738085552640801
